"INDEX","TARGET_FLAG","TARGET_AMT","KIDSDRIV","MALE","MARRIED","SINGLE_PARENT","LICENSE_REVOKED","AGE","AGE_RANGE_16_19_YRS","AGE_RANGE_20_29_YRS","AGE_RANGE_30_39_YRS","AGE_RANGE_40_49_YRS","AGE_RANGE_50_59_YRS","AGE_RANGE_60_69_YRS","AGE_RANGE_70_YRS_PLUS","INEXP_DRIVER","HOMEKIDS","YOJ","INCOME","HOME_VAL","TRAVTIME","BLUEBOOK","TIF","OLDCLAIM","CLM_FREQ","MVR_PTS","CAR_AGE","CAR_AGE_RANGE_1_YR","CAR_AGE_RANGE_2_3_YRS","CAR_AGE_RANGE_3_5_YRS","CAR_AGE_RANGE_5_10_YRS","CAR_AGE_RANGE_10_YRS_PLUS","MAIN_DRIVING_CITY","RED_CAR","EDU_HIGH_SCHOOL","EDU_COLLEGE","EDU_ADV_DEGREE","VEHICLE_USE_COMMERCIAL","VEHICLE_CLASS_TRUCK","VEHICLE_CLASS_SUV","VEHICLE_CLASS_CAR","SPORTS_CAR","RED_SPORTS_CAR","TRUCK_COMM","SUV_COMM","CAR_COMM","OCCUPATION_CLERICAL","OCCUPATION_MANAGER","OCCUPATION_BLUE_COLLAR","OCCUPATION_GOLD_COLLAR","OCCUPATION_STUDENT","OCCUPATION_HOME_MAKER","OCCUPATION_PROFESSIONAL"
4429,0,0,0,1,0,0,0,54,0,0,0,0,1,0,0,0,0,10,107553,346995,18,29070,21,0,0,2,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4430,0,0,1,1,1,0,0,46,0,0,0,1,0,0,0,0,0,13,64030,191941,60,24070,3,30807,1,7,13,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4431,1,2386,1,0,0,1,0,42,0,0,0,1,0,0,0,0,2,13,39480,0,37,31960,1,5827,3,4,7,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
4432,0,0,0,1,1,0,0,46,0,0,0,1,0,0,0,0,0,12,214653,498559,21,37960,11,7327,1,0,16,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4434,0,0,1,0,1,0,1,44,0,0,0,1,0,0,0,0,2,15,90939,290793,21,2740,4,0,0,1,8,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
4435,0,0,0,0,1,0,0,38,0,0,1,0,0,0,0,0,0,10,95197,281124,46,20730,9,0,0,0,11,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4438,0,0,0,0,0,1,0,35,0,0,1,0,0,0,0,0,2,12,21075,0,38,22730,6,778,2,4,6,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4440,0,0,0,1,0,0,0,37,0,0,1,0,0,0,0,0,0,8,32497,117288,5,22090,6,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4441,0,0,0,1,1,0,0,47,0,0,0,1,0,0,0,0,0,11,14359,0,31,15490,6,0,0,6,11,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
4442,0,0,0,1,1,0,0,51,0,0,0,0,1,0,0,0,0,13,27450,115618,40,10030,17,0,0,2,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4443,0,0,0,0,0,0,0,50,0,0,0,0,1,0,0,0,0,12,23773,132316,17,8880,10,6552,3,5,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4444,0,0,0,1,1,0,0,51,0,0,0,0,1,0,0,0,0,7,105194,283144,11,12020,1,0,0,0,9,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4445,0,0,0,0,0,0,0,27,0,1,0,0,0,0,0,0,0,6,58576,168176,47,16420,7,2101,2,3,5,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
4446,0,0,0,0,0,1,0,22,0,1,0,0,0,0,0,0,2,8,33571,0,33,24560,4,0,0,0,8,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
4447,0,0,1,0,0,1,0,42,0,0,0,1,0,0,0,0,3,14,68330,254660,22,12990,1,0,0,1,10,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4448,0,0,0,0,1,0,0,51,0,0,0,0,1,0,0,0,0,8,185019,454107,62,40180,1,0,0,0,15,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4450,1,19013.398033,0,1,0,0,0,41,0,0,0,1,0,0,0,0,0,7,78866,0,22,18270,6,6856,1,2,6,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4451,0,0,1,0,1,0,0,41,0,0,0,1,0,0,0,0,1,14,57073,230870,38,18180,13,0,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4452,0,0,0,0,1,0,0,62,0,0,0,0,0,1,0,0,0,12,69331,276064,43,26360,17,5837,3,0,19,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
4453,1,3918,0,1,0,0,0,60,0,0,0,0,0,1,0,0,0,13,128275,0,33,14330,10,3977,3,4,13,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4454,0,0,0,1,1,0,0,48,0,0,0,1,0,0,0,0,0,13,132114,360740,62,14710,1,0,0,0,16,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4455,0,0,0,1,0,0,0,59,0,0,0,0,1,0,0,0,0,12,12359,122315,24,13640,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4457,0,0,0,1,1,0,1,48,0,0,0,1,0,0,0,0,0,10,84647,235879,21,14760,1,30076,1,0,15,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4458,0,0,0,1,0,1,0,33,0,0,1,0,0,0,0,0,2,9,120322,0,19,16830,4,26318,1,0,12,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4459,0,0,0,0,1,0,0,55,0,0,0,0,1,0,0,0,0,13,59543,210698,32,12950,1,677,2,4,5,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4460,0,0,0,1,1,0,0,55,0,0,0,0,1,0,0,0,0,16,18244,0,33,11030,1,0,0,2,11,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4461,1,1212,0,0,0,1,0,43,0,0,0,1,0,0,0,0,2,13,69476,0,44,12750,7,2516,1,0,6,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4462,0,0,0,0,1,0,0,50,0,0,0,0,1,0,0,0,0,12,43892,197955,30,27980,3,0,0,2,8,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4464,1,5184,0,1,0,0,0,48,0,0,0,1,0,0,0,0,0,11,56814,230221,55,10930,7,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4465,0,0,0,1,0,1,1,32,0,0,1,0,0,0,0,0,3,13,35119,173478,25,13270,1,34233,2,4,7,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4466,0,0,0,1,0,0,0,49,0,0,0,1,0,0,0,0,0,11,143719,0,35,20770,1,0,0,0,25,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4470,0,0,0,0,1,0,0,57,0,0,0,0,1,0,0,0,0,14,134837,413916,45,27640,1,0,0,0,14,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4471,0,0,0,0,0,0,1,58,0,0,0,0,1,0,0,0,0,12,30360,171625,12,12000,6,6060,1,4,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4474,0,0,0,0,0,0,0,45,0,0,0,1,0,0,0,0,0,11,55573,254660,22,11560,1,0,0,4,9,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4475,0,0,0,1,0,0,0,39,0,0,1,0,0,0,0,0,0,11,80021,264048,41,19530,10,3047,2,1,13,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4477,1,3587,0,1,0,0,0,52,0,0,0,0,1,0,0,0,0,13,52626,0,36,10300,4,5236,2,6,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4478,1,6651,0,0,0,0,0,35,0,0,1,0,0,0,0,0,0,11,116870,309742,38,11940,12,0,0,3,4,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4479,0,0,0,0,1,0,0,46,0,0,0,1,0,0,0,0,0,0,0,114513,31,22920,3,0,0,0,13,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4480,0,0,0,0,0,0,0,40,0,0,0,1,0,0,0,0,0,10,52856,174800,36,10790,1,0,0,0,13,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4481,0,0,0,1,1,0,0,40,0,0,0,1,0,0,0,0,1,15,83891,222080,64,27000,4,0,0,0,12,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4482,0,0,0,0,1,0,0,55,0,0,0,0,1,0,0,0,0,14,253058,545672,30,26810,7,0,0,0,14,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
4483,0,0,0,0,1,0,0,41,0,0,0,1,0,0,0,0,0,11,97614,273987,19,31930,4,0,0,1,21,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
4484,0,0,0,0,1,0,0,33,0,0,1,0,0,0,0,0,1,0,0,120175,40,9030,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4485,1,3968,2,0,1,0,0,57,0,0,0,0,1,0,0,0,3,15,106465,329334,37,11760,3,11528,4,7,16,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4486,0,0,0,0,0,0,1,41,0,0,0,1,0,0,0,0,0,10,55714,190206,75,11690,10,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4487,0,0,0,1,1,0,0,39,0,0,1,0,0,0,0,0,0,11,140275,385708,9,23170,1,0,0,0,11,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4488,0,0,0,0,0,0,0,50,0,0,0,0,1,0,0,0,0,12,45215,0,41,8240,10,0,0,0,13,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
4489,1,8927,0,0,1,0,0,43,0,0,0,1,0,0,0,0,2,0,0,0,15,5800,1,5767,1,9,6,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
4490,0,0,0,0,0,0,0,37,0,0,1,0,0,0,0,0,0,11,29058,0,30,8110,6,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4491,0,0,0,0,0,0,0,54,0,0,0,0,1,0,0,0,0,13,9530,0,41,10390,3,0,0,0,7,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
4492,0,0,0,0,1,0,0,50,0,0,0,0,1,0,0,0,0,0,0,103572,51,1500,6,0,0,1,17,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
4493,0,0,0,1,1,0,0,54,0,0,0,0,1,0,0,0,0,4,52383,197029,64,7730,6,0,0,1,6,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4494,0,0,0,0,1,0,0,60,0,0,0,0,0,1,0,0,0,15,35390,140705,21,17140,6,8410,1,0,8,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4495,0,0,0,1,0,0,0,47,0,0,0,1,0,0,0,0,0,11,243751,0,18,33840,1,0,0,1,17,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4496,0,0,0,0,0,1,0,29,0,1,0,0,0,0,0,0,4,14,33572,0,56,7760,4,5293,1,6,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4497,1,4579,2,1,1,0,0,44,0,0,0,1,0,0,0,0,3,13,18154,108984,77,6420,1,8183,2,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4498,0,0,0,0,1,0,0,61,0,0,0,0,0,1,0,0,0,13,103293,284550,37,42520,7,0,0,0,14,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4499,0,0,0,1,1,0,0,51,0,0,0,0,1,0,0,0,0,16,152156,396292,22,19780,6,0,0,0,10,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4501,1,2091,0,0,1,0,0,38,0,0,1,0,0,0,0,0,0,13,15252,146062,31,3030,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
4502,0,0,0,0,1,0,0,49,0,0,0,1,0,0,0,0,0,17,34127,181309,33,4910,4,7244,1,3,7,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
4503,0,0,0,1,1,0,0,32,0,0,1,0,0,0,0,0,0,6,11898,118273,39,10700,3,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4504,0,0,0,0,1,0,0,51,0,0,0,0,1,0,0,0,1,0,0,0,52,11800,7,0,0,0,11,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4505,1,5613,0,1,1,0,0,48,0,0,0,1,0,0,0,0,0,11,49035,168921,20,11210,1,7759,2,1,6,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4506,0,0,0,0,0,0,0,38,0,0,1,0,0,0,0,0,0,9,178356,0,21,23140,1,0,0,0,19,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4507,1,196.14681854,3,1,1,0,0,38,0,0,1,0,0,0,0,0,3,17,3151,107534,39,14990,4,3826,2,3,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
4508,0,0,0,1,0,0,0,42,0,0,0,1,0,0,0,0,0,11,59598,0,49,14190,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4510,0,0,2,0,1,0,0,44,0,0,0,1,0,0,0,0,2,11,61616,236422,26,16540,1,0,0,1,7,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4511,0,0,0,1,0,0,0,48,0,0,0,1,0,0,0,0,0,12,46839,0,14,13790,1,19596,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4512,0,0,0,1,0,0,0,59,0,0,0,0,1,0,0,0,0,14,23892,0,27,23830,6,3600,2,2,7,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4514,0,0,0,0,1,0,0,52,0,0,0,0,1,0,0,0,0,0,0,121824,64,6700,1,0,0,1,9,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4515,1,6357,1,0,1,0,0,45,0,0,0,1,0,0,0,0,1,13,34675,165566,37,7660,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4516,0,0,0,0,1,0,0,33,0,0,1,0,0,0,0,0,0,12,40071,133668,23,8810,1,0,0,0,10,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4517,1,8349,1,1,0,1,0,38,0,0,1,0,0,0,0,0,3,15,31374,0,61,19550,16,6436,1,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4518,0,0,0,0,1,0,0,33,0,0,1,0,0,0,0,0,1,11,18196,0,26,8510,1,0,0,0,8,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
4519,0,0,0,0,1,0,0,48,0,0,0,1,0,0,0,0,0,8,78254,233959,37,14130,6,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
4520,0,0,0,0,1,0,0,53,0,0,0,0,1,0,0,0,0,9,96093,282737,25,6800,1,0,0,0,14,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4522,0,0,0,1,1,0,0,46,0,0,0,1,0,0,0,0,0,5,75983,252802,21,14610,1,0,0,0,14,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4523,0,0,0,1,0,0,0,40,0,0,0,1,0,0,0,0,0,9,64032,0,25,7900,6,0,0,0,14,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4524,0,0,0,1,1,0,0,35,0,0,1,0,0,0,0,0,0,14,100957,345792,20,17470,4,0,0,3,13,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4525,1,3231,0,1,1,0,0,59,0,0,0,0,1,0,0,0,0,17,320127,750455,19,57970,1,6375,2,5,12,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4526,1,3428.4849891,0,0,1,0,1,30,0,0,1,0,0,0,0,0,3,15,9361,0,38,2440,6,31992,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
4528,0,0,0,1,0,0,0,62,0,0,0,0,0,1,0,0,0,15,189238,0,43,43960,6,0,0,2,21,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4529,1,108.74149863,0,1,0,0,0,47,0,0,0,1,0,0,0,0,0,0,0,0,59,6200,6,4754,2,8,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4531,0,0,0,1,1,0,0,52,0,0,0,0,1,0,0,0,0,14,52829,192969,41,14720,17,0,0,1,13,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4534,1,4078,0,1,1,0,0,31,0,0,1,0,0,0,0,0,1,11,58391,187063,34,10440,10,2018,3,0,8,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4537,1,4308,0,0,1,0,0,30,0,0,1,0,0,0,0,0,1,10,32809,141859,24,8260,10,0,0,2,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
4538,1,95.567317166,0,0,1,0,0,40,0,0,0,1,0,0,0,0,0,12,56388,206959,45,1500,4,2154,3,5,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
4539,0,0,0,0,1,0,0,43,0,0,0,1,0,0,0,0,0,8,33403,177486,6,8550,10,0,0,0,7,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4540,0,0,0,1,1,0,0,50,0,0,0,0,1,0,0,0,0,11,96762,274013,16,16180,10,0,0,1,16,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4541,0,0,0,0,1,0,0,64,0,0,0,0,0,1,0,0,0,10,15878,130367,20,16180,7,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
4543,0,0,0,1,1,0,0,47,0,0,0,1,0,0,0,0,0,13,28966,127520,54,6400,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4544,0,0,0,0,0,0,0,45,0,0,0,1,0,0,0,0,0,12,107327,316035,38,24320,1,0,0,3,9,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
4545,1,1222,0,1,0,1,1,43,0,0,0,1,0,0,0,0,2,12,636,0,34,8450,1,2210,2,0,5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4546,1,6767,0,0,1,0,0,62,0,0,0,0,0,1,0,0,1,0,0,114515,39,11060,9,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
4547,0,0,0,0,1,0,0,42,0,0,0,1,0,0,0,0,2,12,67644,233085,25,12460,3,0,0,5,8,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
4548,1,2467,4,0,0,1,1,45,0,0,0,1,0,0,0,0,5,0,0,0,38,12000,10,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4549,0,0,0,1,1,0,1,50,0,0,0,0,1,0,0,0,0,14,100094,274673,15,44110,6,21533,3,3,13,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4550,0,0,0,1,0,0,0,36,0,0,1,0,0,0,0,0,0,10,52720,0,41,9460,4,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4552,0,0,0,0,1,0,0,54,0,0,0,0,1,0,0,0,0,6,52182,177163,38,28890,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4553,1,2493,0,1,0,1,0,28,0,1,0,0,0,0,0,0,4,0,0,0,30,4300,1,6905,1,0,13,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
4556,0,0,0,0,0,0,0,51,0,0,0,0,1,0,0,0,0,15,26416,116607,48,35610,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4557,0,0,0,1,1,0,0,55,0,0,0,0,1,0,0,0,0,9,244905,602718,19,31490,1,5353,1,0,10,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4558,0,0,3,0,1,0,0,43,0,0,0,1,0,0,0,0,3,6,35313,135863,5,7940,4,0,0,2,6,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4559,0,0,0,0,0,0,0,50,0,0,0,0,1,0,0,0,0,10,43680,178643,13,9370,6,0,0,2,8,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4560,1,698,0,1,1,0,1,50,0,0,0,0,1,0,0,0,0,0,0,0,57,7350,4,17009,3,4,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4561,0,0,0,1,1,0,1,36,0,0,1,0,0,0,0,0,0,11,84674,250040,39,6100,6,0,0,0,11,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4562,0,0,0,0,1,0,0,50,0,0,0,0,1,0,0,0,0,12,77559,249758,5,17070,1,0,0,3,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4563,1,4487,0,1,0,1,0,27,0,1,0,0,0,0,0,0,3,9,104575,0,42,25660,4,0,0,2,12,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4565,0,0,0,0,1,0,0,52,0,0,0,0,1,0,0,0,0,15,74468,272103,20,8950,7,0,0,0,16,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
4566,0,0,0,0,1,0,0,60,0,0,0,0,0,1,0,0,0,15,40092,188729,9,11510,4,6196,2,0,10,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4567,0,0,0,0,0,0,0,51,0,0,0,0,1,0,0,0,0,13,188187,0,51,41620,10,0,0,1,20,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4568,0,0,0,1,0,0,0,43,0,0,0,1,0,0,0,0,0,11,45289,0,53,38750,7,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4569,1,3674,1,1,0,1,0,43,0,0,0,1,0,0,0,0,2,10,112450,337743,12,17290,1,0,0,3,18,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4570,0,0,0,0,1,0,0,27,0,1,0,0,0,0,0,0,0,13,98136,247369,32,16440,11,0,0,0,13,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4571,0,0,0,1,0,0,0,48,0,0,0,1,0,0,0,0,0,14,113886,0,16,29730,7,7196,3,0,15,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4574,0,0,0,1,1,0,0,53,0,0,0,0,1,0,0,0,0,6,32073,145645,25,10010,6,0,0,0,10,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4575,0,0,0,1,0,0,1,35,0,0,1,0,0,0,0,0,0,11,51912,162562,14,30420,10,0,0,0,9,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4576,0,0,0,1,1,0,0,37,0,0,1,0,0,0,0,0,0,12,29002,142734,18,9140,17,0,0,2,9,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
