"TARGET_FLAG","TARGET_AMT","KIDSDRIV","MALE","MARRIED","SINGLE_PARENT","LICENSE_REVOKED","AGE","AGE_RANGE_16_19_YRS","AGE_RANGE_20_29_YRS","AGE_RANGE_30_39_YRS","AGE_RANGE_40_49_YRS","AGE_RANGE_50_59_YRS","AGE_RANGE_60_69_YRS","AGE_RANGE_70_YRS_PLUS","INEXP_DRIVER","HOMEKIDS","YOJ","INCOME","HOME_VAL","TRAVTIME","BLUEBOOK","TIF","OLDCLAIM","CLM_FREQ","MVR_PTS","CAR_AGE","CAR_AGE_RANGE_1_YR","CAR_AGE_RANGE_2_3_YRS","CAR_AGE_RANGE_3_5_YRS","CAR_AGE_RANGE_5_10_YRS","CAR_AGE_RANGE_10_YRS_PLUS","MAIN_DRIVING_CITY","RED_CAR","EDU_HIGH_SCHOOL","EDU_COLLEGE","EDU_ADV_DEGREE","VEHICLE_USE_COMMERCIAL","VEHICLE_CLASS_TRUCK","VEHICLE_CLASS_SUV","VEHICLE_CLASS_CAR","SPORTS_CAR","RED_SPORTS_CAR","TRUCK_COMM","SUV_COMM","CAR_COMM","OCCUPATION_CLERICAL","OCCUPATION_MANAGER","OCCUPATION_BLUE_COLLAR","OCCUPATION_GOLD_COLLAR","OCCUPATION_STUDENT","OCCUPATION_HOME_MAKER","OCCUPATION_PROFESSIONAL"
NA,NA,0,0,1,0,0,42,0,0,0,1,0,0,0,0,0,8,5824,86232,37,9700,10,0,0,1,6,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,NA,1,0,0,1,1,42,0,0,0,1,0,0,0,0,2,14,251883,603984,31,5700,3,33808,1,4,NA,NA,NA,NA,NA,NA,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,NA,0,0,1,0,1,30,0,0,1,0,0,0,0,0,2,0,0,0,21,5430,3,0,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
NA,NA,0,0,1,0,0,45,0,0,0,1,0,0,0,0,3,14,14554,0,31,16580,4,0,0,0,8,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
NA,NA,0,0,0,1,1,30,0,0,1,0,0,0,0,0,1,0,0,76283,35,4500,6,35477,4,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
NA,NA,0,0,1,0,0,39,0,0,1,0,0,0,0,0,0,NA,26199,88066,51,14440,1,0,0,0,8,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
NA,NA,0,1,0,0,0,46,0,0,0,1,0,0,0,0,0,14,112213,0,5,33610,3,10788,3,4,15,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NA,NA,0,1,1,0,0,47,0,0,0,1,0,0,0,0,0,9,62216,242564,42,24480,3,3884,2,3,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
NA,NA,0,1,1,0,0,35,0,0,1,0,0,0,0,0,0,0,0,0,30,5000,1,0,0,3,10,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
NA,NA,0,1,1,0,0,59,0,0,0,0,1,0,0,0,0,10,NA,412573,38,23100,4,7095,3,4,15,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NA,NA,0,0,0,0,0,56,0,0,0,0,1,0,0,0,0,15,25632,0,32,7320,3,8498,2,4,8,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,NA,0,1,0,0,0,51,0,0,0,0,1,0,0,0,0,7,47204,0,47,17750,1,8303,2,0,15,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NA,NA,0,0,1,0,0,43,0,0,0,1,0,0,0,0,2,0,0,0,61,5800,4,6935,4,5,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
NA,NA,0,1,1,0,0,57,0,0,0,0,1,0,0,0,0,0,0,114890,43,7200,6,0,0,0,17,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,NA,0,1,1,0,0,25,0,1,0,0,0,0,0,0,3,15,75385,254055,19,17750,1,4640,3,4,8,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
NA,NA,0,1,0,0,0,49,0,0,0,1,0,0,0,0,0,10,73251,0,48,15480,1,0,0,1,8,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
NA,NA,0,0,1,0,0,45,0,0,0,1,0,0,0,0,2,15,20653,140294,24,20380,6,572,3,0,6,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NA,NA,0,1,0,0,0,59,0,0,0,0,1,0,0,0,0,11,25833,0,13,9980,1,0,0,0,11,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,NA,1,0,1,0,0,39,0,0,1,0,0,0,0,0,2,11,41869,165820,6,12550,1,32747,4,0,8,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
NA,NA,0,1,0,1,1,34,0,0,1,0,0,0,0,0,2,9,33538,0,29,8250,4,38845,2,2,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
NA,NA,0,0,1,0,0,45,0,0,0,1,0,0,0,0,0,8,35316,194782,19,11280,4,0,0,1,7,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
NA,NA,1,1,1,0,1,36,0,0,1,0,0,0,0,0,2,12,82780,NA,24,1500,6,5999,2,6,5,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
NA,NA,0,1,1,0,0,39,0,0,1,0,0,0,0,0,2,10,30618,157285,44,21320,3,9469,2,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
NA,NA,1,0,0,1,0,40,0,0,0,1,0,0,0,0,3,15,NA,0,25,17380,9,4699,1,6,10,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,NA,0,0,0,1,0,31,0,0,1,0,0,0,0,0,3,10,106985,0,8,23970,6,0,0,0,13,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,NA,0,0,1,0,0,45,0,0,0,1,0,0,0,0,2,0,0,61061,5,35630,4,0,0,0,10,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
NA,NA,0,1,1,0,0,58,0,0,0,0,1,0,0,0,0,NA,229207,588059,46,30220,6,11827,1,4,3,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
NA,NA,0,1,1,0,0,51,0,0,0,0,1,0,0,0,0,14,48680,193602,44,24510,10,8007,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
NA,NA,0,0,1,0,0,54,0,0,0,0,1,0,0,0,0,12,96728,278985,14,17410,6,0,0,0,19,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,NA,0,1,1,0,1,47,0,0,0,1,0,0,0,0,0,16,33717,145021,45,4870,13,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
NA,NA,0,0,0,0,1,50,0,0,0,0,1,0,0,0,0,0,0,0,47,6520,1,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
NA,NA,0,0,1,0,0,52,0,0,0,0,1,0,0,0,0,14,NA,NA,18,12720,1,0,0,0,12,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,NA,0,1,1,0,0,45,0,0,0,1,0,0,0,0,0,13,8234,0,12,11270,7,0,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
NA,NA,2,0,0,1,0,43,0,0,0,1,0,0,0,0,2,12,62638,0,36,23140,6,7148,2,4,11,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
NA,NA,1,0,0,1,0,36,0,0,1,0,0,0,0,0,4,0,0,84199,18,5480,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
NA,NA,0,0,1,0,0,44,0,0,0,1,0,0,0,0,2,13,38544,186304,25,17120,10,0,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
NA,NA,0,0,0,0,0,55,0,0,0,0,1,0,0,0,0,16,71012,0,43,18540,16,0,0,1,11,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
NA,NA,0,0,1,0,0,35,0,0,1,0,0,0,0,0,2,7,25273,131584,19,6740,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
NA,NA,0,1,0,0,1,43,0,0,0,1,0,0,0,0,0,12,46915,0,52,11310,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NA,NA,0,1,1,0,0,59,0,0,0,0,1,0,0,0,0,12,71690,228322,29,22490,6,0,0,0,22,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,NA,0,0,0,0,0,49,0,0,0,1,0,0,0,0,0,6,11069,0,60,19520,4,5954,3,5,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
NA,NA,0,1,1,0,0,43,0,0,0,1,0,0,0,0,3,0,0,0,12,14740,1,6840,3,6,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
NA,NA,0,0,1,0,0,45,0,0,0,1,0,0,0,0,4,15,85727,256089,47,17010,6,0,0,0,14,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,NA,0,0,0,0,0,46,0,0,0,1,0,0,0,0,0,13,57323,0,17,11830,1,5970,3,0,6,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,NA,1,0,1,0,0,37,0,0,1,0,0,0,0,0,2,14,11607,132755,11,6360,1,4367,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
NA,NA,0,0,0,1,1,33,0,0,1,0,0,0,0,0,1,12,119869,0,48,23410,1,26363,1,5,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
NA,NA,0,0,0,0,0,48,0,0,0,1,0,0,0,0,0,9,47614,0,36,24610,6,0,0,0,9,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,NA,0,1,1,0,1,53,0,0,0,0,1,0,0,0,0,8,86541,281982,17,6800,1,0,0,1,9,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
NA,NA,0,0,0,0,0,67,0,0,0,0,0,1,0,0,0,5,52955,208565,28,16990,6,7675,2,2,19,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,NA,0,0,1,0,0,50,0,0,0,0,1,0,0,0,0,14,7751,140665,22,8930,1,0,0,2,17,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,NA,0,1,0,0,0,56,0,0,0,0,1,0,0,0,0,7,1336,108929,28,17350,1,0,0,0,12,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,NA,0,1,1,0,0,41,0,0,0,1,0,0,0,0,0,NA,88508,231286,85,21050,1,0,0,0,9,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,NA,1,1,1,0,0,43,0,0,0,1,0,0,0,0,1,13,78288,316436,31,15380,5,0,0,1,8,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,NA,0,0,1,0,0,39,0,0,1,0,0,0,0,0,0,0,0,101305,27,6320,1,0,0,4,6,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,NA,1,1,1,0,1,40,0,0,0,1,0,0,0,0,2,14,NA,123204,33,7530,4,0,0,2,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
NA,NA,0,1,0,1,0,36,0,0,1,0,0,0,0,0,2,12,115701,0,37,17070,1,6297,2,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,NA,0,1,1,0,0,47,0,0,0,1,0,0,0,0,0,15,44366,181082,26,13840,4,0,0,0,7,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
NA,NA,0,0,1,0,0,49,0,0,0,1,0,0,0,0,0,14,21494,145029,50,16860,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
NA,NA,0,0,0,0,0,49,0,0,0,1,0,0,0,0,0,12,122433,0,19,19300,5,10846,2,5,9,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
NA,NA,0,1,1,0,1,48,0,0,0,1,0,0,0,0,0,0,0,0,48,1500,4,25494,3,6,8,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
NA,NA,0,1,1,0,0,41,0,0,0,1,0,0,0,0,0,10,69292,224779,31,18690,13,0,0,0,5,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,NA,0,0,1,0,0,41,0,0,0,1,0,0,0,0,0,10,34473,170845,6,14250,10,0,0,1,9,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,NA,0,0,1,0,1,37,0,0,1,0,0,0,0,0,2,4,40091,154672,9,5510,3,0,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
NA,NA,1,0,1,0,0,37,0,0,1,0,0,0,0,0,2,14,75605,215859,61,14430,9,0,0,1,13,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
NA,NA,0,1,0,0,0,43,0,0,0,1,0,0,0,0,0,13,78854,274939,29,38900,1,0,0,2,6,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
NA,NA,0,0,0,0,0,42,0,0,0,1,0,0,0,0,0,10,6600,0,32,4050,7,0,0,0,10,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,NA,0,1,1,0,0,52,0,0,0,0,1,0,0,0,0,7,71208,285153,15,20870,9,0,0,1,14,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
NA,NA,0,1,0,1,0,43,0,0,0,1,0,0,0,0,1,11,82918,0,15,21950,6,5074,3,4,12,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,NA,0,0,1,0,0,50,0,0,0,0,1,0,0,0,0,14,NA,175499,50,5470,1,8270,2,3,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
NA,NA,0,0,0,0,0,44,0,0,0,1,0,0,0,0,0,0,0,0,26,5900,7,8822,2,0,15,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,NA,0,1,1,0,0,36,0,0,1,0,0,0,0,0,1,8,20494,0,22,5000,1,1091,1,5,7,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
NA,NA,0,1,1,0,0,46,0,0,0,1,0,0,0,0,0,NA,NA,195795,5,27170,4,5788,3,6,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NA,NA,0,0,1,0,0,29,0,1,0,0,0,0,0,0,4,10,53758,139900,45,22540,5,0,0,0,9,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
NA,NA,0,0,0,0,0,49,0,0,0,1,0,0,0,0,0,7,67026,239518,72,7690,4,4832,2,0,19,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,NA,0,0,1,0,0,45,0,0,0,1,0,0,0,0,0,12,73473,251927,32,10710,8,0,0,0,9,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
NA,NA,0,1,0,0,0,48,0,0,0,1,0,0,0,0,0,8,146434,381639,27,44050,4,0,0,0,21,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,NA,0,0,0,1,0,43,0,0,0,1,0,0,0,0,2,14,92731,274126,18,18730,4,1558,3,0,12,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,NA,0,1,0,1,0,34,0,0,1,0,0,0,0,0,1,0,0,0,32,11910,4,2361,3,4,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
NA,NA,0,0,1,0,0,40,0,0,0,1,0,0,0,0,0,11,59822,171876,51,18110,1,7769,3,4,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
NA,NA,0,0,1,0,0,54,0,0,0,0,1,0,0,0,0,9,3032,96814,51,6900,6,0,0,1,16,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,NA,0,0,1,0,0,37,0,0,1,0,0,0,0,0,1,0,0,0,29,5200,1,0,0,1,6,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
NA,NA,0,1,0,0,1,48,0,0,0,1,0,0,0,0,0,12,144922,0,31,6300,1,0,0,0,20,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NA,NA,1,1,1,0,0,41,0,0,0,1,0,0,0,0,2,0,0,0,18,1500,11,0,0,1,8,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
NA,NA,0,1,0,1,0,33,0,0,1,0,0,0,0,0,3,13,34200,0,5,23460,11,4675,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,NA,0,0,1,0,0,57,0,0,0,0,1,0,0,0,0,18,136210,407853,38,3080,9,8982,2,2,11,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,NA,1,1,1,0,0,44,0,0,0,1,0,0,0,0,3,16,119998,331683,34,5900,10,0,0,2,11,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NA,NA,0,1,0,1,0,33,0,0,1,0,0,0,0,0,2,11,21460,0,10,27960,6,2706,3,7,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
NA,NA,0,1,1,0,0,41,0,0,0,1,0,0,0,0,0,12,135103,321449,47,15720,14,0,0,0,19,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,NA,0,1,1,0,0,44,0,0,0,1,0,0,0,0,3,12,69620,239561,37,12860,7,0,0,1,15,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,NA,0,1,1,0,0,48,0,0,0,1,0,0,0,0,0,13,36835,167142,20,17360,6,32434,2,2,10,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
NA,NA,0,0,1,0,0,45,0,0,0,1,0,0,0,0,2,8,32097,NA,19,9210,1,0,0,0,14,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,NA,0,1,0,0,0,41,0,0,0,1,0,0,0,0,0,0,0,0,28,24450,6,4033,1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
NA,NA,0,1,0,0,1,37,0,0,1,0,0,0,0,0,0,7,61790,0,32,13700,4,7373,3,2,7,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
NA,NA,1,0,1,0,0,42,0,0,0,1,0,0,0,0,1,14,52141,152990,38,10820,13,0,0,0,9,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
NA,NA,0,1,0,0,0,58,0,0,0,0,1,0,0,0,0,8,77297,280067,5,7300,4,3075,4,5,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
NA,NA,0,1,1,0,0,40,0,0,0,1,0,0,0,0,0,10,27073,126366,38,24870,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
NA,NA,0,0,0,0,0,51,0,0,0,0,1,0,0,0,0,11,48333,147634,40,11430,4,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
NA,NA,0,0,1,0,0,46,0,0,0,1,0,0,0,0,0,13,14193,0,40,2920,1,0,0,4,8,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
NA,NA,0,1,1,0,0,60,0,0,0,0,0,1,0,0,0,15,63192,254621,12,13820,6,7575,2,0,16,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,NA,0,1,0,0,0,36,0,0,1,0,0,0,0,0,0,12,103138,290185,35,17960,1,0,0,3,20,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,NA,0,1,0,0,0,53,0,0,0,0,1,0,0,0,0,11,168419,0,17,15340,6,0,0,0,15,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,NA,0,0,0,1,0,33,0,0,1,0,0,0,0,0,1,10,34192,0,22,13670,1,0,0,0,7,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
NA,NA,0,0,1,0,0,30,0,0,1,0,0,0,0,0,3,12,31806,140927,34,14720,1,0,0,3,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,NA,0,1,1,0,0,57,0,0,0,0,1,0,0,0,0,9,26222,165896,73,23720,11,4006,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
NA,NA,0,1,1,0,0,56,0,0,0,0,1,0,0,0,0,14,22881,174663,19,7100,1,995,3,3,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
NA,NA,0,0,0,0,0,64,0,0,0,0,0,1,0,0,0,NA,185586,0,30,43090,1,3475,1,1,10,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,NA,0,1,0,1,0,44,0,0,0,1,0,0,0,0,1,16,89888,302923,13,24420,10,0,0,0,8,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
NA,NA,0,1,1,0,0,30,0,0,1,0,0,0,0,0,5,0,0,0,6,16810,1,1975,3,8,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
NA,NA,1,0,1,0,1,62,0,0,0,0,0,1,0,0,1,15,60216,227488,49,20490,9,0,0,0,7,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
NA,NA,0,1,1,0,0,45,0,0,0,1,0,0,0,0,0,11,53556,167505,63,19050,4,0,0,3,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
NA,NA,0,1,0,0,1,44,0,0,0,1,0,0,0,0,0,10,63426,209773,26,2330,13,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
NA,NA,0,0,0,1,1,31,0,0,1,0,0,0,0,0,1,14,86794,0,55,19910,4,4156,1,2,8,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
NA,NA,0,0,0,0,0,46,0,0,0,1,0,0,0,0,0,10,121840,326187,31,29300,3,0,0,1,NA,NA,NA,NA,NA,NA,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
NA,NA,0,0,1,0,0,65,0,0,0,0,0,1,0,0,0,14,NA,231739,45,13350,6,5906,2,4,9,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
NA,NA,0,1,0,0,0,46,0,0,0,1,0,0,0,0,0,0,0,0,32,9200,3,11583,3,3,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
NA,NA,0,1,0,1,0,42,0,0,0,1,0,0,0,0,1,7,75626,246952,35,13260,6,5754,5,0,8,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,NA,0,0,1,0,0,24,0,1,0,0,0,0,0,0,1,7,51505,201604,5,8210,10,8401,1,0,16,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,NA,0,1,1,0,0,54,0,0,0,0,1,0,0,0,0,NA,40355,188388,42,17460,1,2629,3,1,9,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,0,1,0,0,0,45,0,0,0,1,0,0,0,0,0,7,18503,0,23,3350,6,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
